"sampleGroup","caseId","sourceDomain","discipline","rating","reviewStatus","createdAt","sourceUrl"
"国际研究","78701be9-49f9-462e-87c5-e272a78abcdd","images.nasa.gov","物理","0","approved","2026-05-28T14:53:02.556Z","https://images.nasa.gov/details/PIA12504"
"国际研究","4eaf52ee-52ec-4bd5-81b0-f6d4691a5a1a","images.nasa.gov","物理","0","approved","2026-05-28T14:53:11.223Z","https://images.nasa.gov/details/PIA04635"
"国际研究","40c2ee4a-2d88-4484-a8a5-1d0d2ab0dcb3","images.nasa.gov","物理","0","approved","2026-05-28T14:53:18.681Z","https://images.nasa.gov/details/PIA04236"
"国际研究","3be72409-f8b9-4d61-9280-713a9bc2e234","images.nasa.gov","工程","0","approved","2026-05-28T14:53:25.722Z","https://images.nasa.gov/details/PIA11439"
"国际研究","f3c57e02-05d2-4ba7-aa17-4daa66a573f5","images.nasa.gov","物理","0","approved","2026-05-28T15:20:20.362Z","https://images.nasa.gov/details/axemu-axiom-suitcover-20230621-dgb-axp00653"
"国际研究","9eb77a14-db86-4a29-bf22-ed18c1b46ae7","images.nasa.gov","物理","0","approved","2026-05-28T15:20:26.026Z","https://images.nasa.gov/details/PIA23649"
"国际研究","e87fd533-d6cd-401c-b7db-30cb88d6b062","images.nasa.gov","物理","0","approved","2026-05-28T15:20:31.852Z","https://images.nasa.gov/details/8663388"
"国际研究","646d5256-afab-4ede-9d65-22d4429eab90","images.nasa.gov","物理","0","approved","2026-05-28T15:20:36.461Z","https://images.nasa.gov/details/PIA11796"
"国际研究","56b94ea3-8bb3-4c5a-b773-aa4e4f88f3da","images.nasa.gov","物理","0","approved","2026-05-28T15:20:42.340Z","https://images.nasa.gov/details/PIA07142"
"国际研究","117c8166-7c5c-4516-ae5d-e68f7b211127","images.nasa.gov","物理","0","approved","2026-05-28T15:20:45.296Z","https://images.nasa.gov/details/PIA11805"
"国际研究","c007bc8c-73d5-47de-b3d6-494b62f430ca","images.nasa.gov","工程","0","approved","2026-05-28T15:20:49.905Z","https://images.nasa.gov/details/GRC-2019-C-06244"
"国际研究","7ffb8fcf-c8b6-45ea-a4ad-d2290137a159","images.nasa.gov","物理","0","approved","2026-05-28T15:20:53.571Z","https://images.nasa.gov/details/MSFC-1701064"
"国际研究","73c43ebf-8844-4416-9368-f381186bcf84","images.nasa.gov","物理","0","approved","2026-05-28T15:20:58.357Z","https://images.nasa.gov/details/PIA11994"
"国际研究","8668cceb-34e2-40c6-96f7-ee1b783c309a","images.nasa.gov","物理","0","approved","2026-05-28T15:21:06.353Z","https://images.nasa.gov/details/PIA15028"
"国际研究","6fa81a40-e181-46dc-a6c3-6c2ee3c5e0e0","news.harvard.edu","综合交叉","0","approved","2026-05-28T12:13:25.852Z","https://news.harvard.edu/gazette/story/2026/05/lessons-from-ancient-modern-quantum-worlds/"
"国际研究","688417e3-57f9-4b37-888e-1aae970edc7f","news.harvard.edu","综合交叉","0","approved","2026-05-28T12:13:43.325Z","https://news.harvard.edu/gazette/story/2026/05/he-took-that-explosion-himself-to-save-his-men/"
"国际研究","e478d1c0-5e0e-47c0-876a-5fd74061a965","news.harvard.edu","综合交叉","0","approved","2026-05-28T12:13:44.034Z","https://news.harvard.edu/gazette/story/2026/05/a-vital-link-between-astronauts-and-mission-control/"
"国际研究","da138cc5-3b50-45e1-b366-a96b1846aad1","news.harvard.edu","综合交叉","0","approved","2026-05-28T13:19:42.817Z","https://news.harvard.edu/gazette/story/2026/05/effort-still-matters-in-age-of-ai-garber-tells-grads/"
"国际研究","daa21ec5-f3d3-4f63-86dd-acde9495fd7b","news.harvard.edu","医学","0","approved","2026-05-28T13:19:44.857Z","https://news.harvard.edu/gazette/story/2026/05/food-as-medicine-how-nutrition-can-improve-cancer-outcomes/"
"国际研究","3951b9a7-14f9-4d68-b559-5533027125cc","news.harvard.edu","信息科学","0","approved","2026-05-28T13:19:50.209Z","https://news.harvard.edu/gazette/story/2026/05/worried-about-how-online-firms-use-data-they-get-from-you/"
"国际研究","852230f5-8e64-4e71-a368-84bbad38f399","news.harvard.edu","综合交叉","0","approved","2026-05-28T13:19:51.001Z","https://news.harvard.edu/gazette/story/2026/05/would-social-media-ban-for-children-work-here-australia-offers-lessons/"
"国际研究","670bae5f-e92f-4a4b-b89d-686e0a2873ce","news.harvard.edu","综合交叉","0","approved","2026-05-28T13:19:58.367Z","https://news.harvard.edu/gazette/story/2026/04/historic-collab-harvards-glee-club-fisks-jubilee-singers/"
"国际研究","2a05263b-7b0d-4bc5-bd0e-bab6fff68656","news.harvard.edu","综合交叉","0","approved","2026-05-28T13:20:00.593Z","https://news.harvard.edu/gazette/story/2026/05/would-it-be-fair-if-you-could-bet-on-date-of-your-college-reunion/"
"国际研究","0fc5100c-8d5f-42ea-a65b-ec10e1f8532e","news.harvard.edu","工程","0","approved","2026-05-28T13:20:06.670Z","https://news.harvard.edu/gazette/story/2026/04/why-are-communities-pushing-back-against-data-centers/"
"国际研究","267c3542-25d1-4cc0-80c4-2e9151860c44","news.harvard.edu","综合交叉","0","approved","2026-05-28T13:20:07.370Z","https://news.harvard.edu/gazette/story/2026/05/images-of-vitality-and-hope-amid-ravages-of-war/"
"国际研究","fac7bcd6-17ed-4394-896c-3c3360556878","news.harvard.edu","综合交叉","0","approved","2026-05-28T13:20:12.744Z","https://news.harvard.edu/gazette/story/2026/05/how-much-do-you-know-about-harvard/"
"国际研究","2d3352b1-d04d-4184-8aab-97a695c27ade","news.harvard.edu","综合交叉","0","approved","2026-05-28T13:20:21.915Z","https://news.harvard.edu/gazette/story/2026/05/this-time-the-bells-toll-for-her/"
